Id;MSSubClass;MSZoning;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;ExterQual;ExterCond;Foundation;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinSF1;BsmtFinType2;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;Heating;HeatingQC;Ce1tralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;GarageType;GarageYrBlt;Garage2ish;GarageCars;GarageArea;GarageQual;GarageCond;2avedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;PoolQC;Fence;MiscFeature;MiscVal;MoSold;YrSold;SaleType;SaleCondition;SalePrice
2336;60;0;82;9044;0;NA;1;0;0;0;0;3;0;0;0;0;8;5;1996;1997;0;0;0;0;0;526;0;1;0;0;0;0;0;1225;0;0;100;1325;0;0;0;0;1335;1203;0;2538;0;0;2;1;4;1;0;8;0;1;1;0;1996;0;3;933;0;0;0;198;92;0;0;0;0;NA;NA;NA;0;5;2007;0;0;
2337;20;0;75;9910;0;NA;0;0;0;0;0;5;1;0;0;1;7;6;2007;2007;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1369;1369;0;0;0;0;1369;0;0;1369;0;0;2;0;3;1;0;5;0;0;NA;0;2007;1;2;605;0;0;0;0;203;0;0;0;0;NA;NA;NA;0;9;2007;1;2;
2338;20;0;91;11830;0;NA;0;0;0;0;0;5;1;0;0;1;8;5;2007;2007;0;0;0;0;0;164;0;0;0;0;0;0;0;1220;0;0;322;1542;0;0;0;0;1542;0;0;1542;1;0;2;0;3;1;0;6;0;1;2;0;2007;1;3;852;0;0;0;168;110;0;0;0;0;NA;NA;NA;0;7;2007;1;2;
2339;20;0;76;10612;0;NA;0;0;0;0;0;5;0;0;0;1;8;5;2006;2006;0;0;0;0;0;248;0;0;0;0;0;2;0;28;0;0;1496;1524;0;1;0;0;1534;0;0;1534;0;0;2;0;3;1;0;7;0;1;2;0;2006;2;2;484;0;0;0;168;46;0;0;0;0;NA;NA;NA;0;1;2007;0;5;
2340;20;0;98;12291;0;NA;1;0;0;0;0;5;0;0;0;1;10;5;2007;2007;1;0;6;6;0;754;2;0;0;2;0;3;0;1572;0;0;394;1966;0;0;0;0;1966;0;0;1966;1;0;2;0;1;1;2;6;0;1;2;0;2007;2;3;1092;0;0;0;76;52;0;0;0;0;NA;NA;NA;0;10;2007;1;2;
2341;20;0;85;9965;0;NA;0;0;0;1;0;5;1;0;0;1;7;5;2007;2007;0;0;0;0;NA;NA;0;0;0;0;0;0;2;0;0;0;1528;1528;0;0;0;0;1528;0;0;1528;0;0;3;2;3;1;0;6;0;1;1;0;2007;1;2;480;0;0;0;0;228;0;0;0;0;NA;NA;NA;0;9;2007;1;2;
2342;20;0;74;8847;0;NA;0;0;0;0;0;5;0;0;0;1;8;5;2005;2005;0;0;0;0;0;148;0;0;0;0;0;3;0;769;0;0;769;1538;0;0;0;0;1538;0;0;1538;1;0;2;0;3;1;0;7;0;0;NA;0;2005;0;2;484;0;0;0;146;40;0;0;0;0;NA;NA;NA;0;12;2007;0;0;
2343;20;0;70;8251;0;NA;0;0;0;0;0;5;0;0;0;1;7;5;2005;2006;0;0;0;0;0;143;0;0;0;0;1;3;0;778;0;0;716;1494;0;0;0;0;1506;0;0;1506;1;0;2;0;3;1;0;7;0;1;2;0;2005;0;2;672;0;0;0;192;35;0;0;0;0;NA;NA;NA;0;4;2007;0;0;
2344;60;0;70;9605;0;NA;0;0;0;0;0;5;0;0;0;0;7;5;2006;2006;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;982;982;0;0;0;0;982;995;0;1977;0;0;2;1;3;1;0;7;0;0;NA;0;2006;0;3;574;0;0;0;240;53;0;0;0;0;NA;NA;NA;0;7;2007;0;5;
2345;60;0;75;8778;0;NA;0;0;0;0;0;5;0;0;0;0;8;5;2006;2006;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1302;1302;0;0;0;0;1302;528;0;1830;0;0;2;1;3;1;0;7;0;0;NA;2;2006;0;3;859;0;0;0;0;40;0;0;0;0;NA;NA;NA;0;3;2007;0;0;
2346;20;3;72;8640;0;NA;0;0;0;0;0;5;0;0;0;1;8;5;2007;2007;0;0;0;0;1;0;0;0;0;0;0;0;0;24;0;0;1314;1338;0;0;0;0;1338;0;0;1338;0;0;2;0;3;1;0;6;0;0;NA;0;2007;0;2;598;0;0;0;0;141;0;0;0;0;NA;NA;NA;0;11;2007;1;2;
2347;20;3;75;9000;0;NA;0;0;0;0;0;5;0;0;0;1;7;5;2006;2007;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1335;1335;0;0;0;0;1335;0;0;1335;0;0;2;0;3;1;0;6;0;0;NA;0;2007;0;2;575;0;0;0;0;210;0;0;0;0;NA;NA;NA;0;6;2007;1;2;
2348;60;3;72;8640;0;NA;0;0;0;0;0;5;0;0;0;0;8;5;2007;2007;0;0;0;0;1;0;0;0;0;0;0;3;0;350;0;0;546;896;0;0;0;0;896;896;0;1792;0;0;2;1;3;1;0;8;0;0;NA;0;2007;2;2;590;0;0;0;184;96;0;0;0;0;NA;NA;NA;0;11;2007;1;2;
2349;60;3;81;10411;0;NA;0;0;0;2;0;5;0;0;0;0;5;5;2007;2007;0;0;0;0;1;0;0;0;1;0;0;NA;2;0;0;0;725;725;0;0;0;0;725;863;0;1588;0;0;3;0;3;1;0;8;0;0;NA;0;2007;1;2;561;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;7;2007;1;2;
2350;60;3;112;12217;0;NA;1;0;0;0;0;5;0;0;0;0;8;5;2007;2007;1;0;5;2;NA;NA;0;0;0;2;0;3;0;745;0;0;210;955;0;0;0;0;955;925;0;1880;1;0;2;1;3;1;2;8;0;1;2;0;2007;2;3;880;0;0;0;168;127;0;0;0;0;NA;NA;NA;0;12;2007;1;2;
2351;20;3;84;10440;0;NA;0;0;0;2;0;5;0;0;0;1;8;5;2007;2007;0;0;6;6;1;0;2;0;0;0;0;2;2;0;0;0;1574;1574;0;0;0;0;1584;0;0;1584;0;0;2;0;2;1;2;6;0;1;2;0;2007;2;2;594;0;0;0;0;256;0;0;0;0;NA;NA;NA;0;5;2007;1;2;
2352;20;3;100;11824;0;NA;1;0;0;2;0;5;0;0;0;1;8;5;2006;2006;0;0;0;0;0;298;0;0;0;0;0;3;2;0;0;0;1685;1685;0;0;0;0;1685;0;0;1685;0;0;2;0;2;1;0;5;0;1;2;0;2006;2;3;658;0;0;0;112;63;0;0;0;0;NA;NA;NA;0;4;2007;0;0;
2353;60;3;85;10625;0;NA;0;0;0;0;0;5;0;0;0;0;6;5;2004;2004;0;0;0;0;0;353;0;0;0;0;0;3;2;0;0;0;1158;1158;0;0;0;0;1158;1285;0;2443;0;0;2;1;4;1;0;9;3;1;2;2;2004;0;3;744;0;0;0;193;127;0;0;0;0;NA;NA;NA;0;6;2007;0;0;
2354;20;0;63;7500;0;NA;0;0;0;0;0;12;0;0;0;1;6;5;2006;2007;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;1100;1100;0;0;0;0;1100;0;0;1100;0;0;1;1;3;1;1;6;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;136;0;0;0;0;NA;NA;NA;0;6;2007;1;2;
2355;20;0;63;7500;0;NA;0;0;0;0;0;12;0;0;0;1;7;5;2006;2006;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;1143;1143;0;0;0;0;1143;0;0;1143;0;0;1;1;3;1;0;5;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;55;0;0;0;0;NA;NA;NA;0;10;2007;0;0;
2356;20;0;60;12450;0;NA;0;0;0;0;0;12;4;0;0;1;5;5;2003;2004;0;0;0;0;0;126;0;0;0;0;0;0;0;729;0;0;365;1094;0;0;0;0;1094;0;0;1094;1;0;1;0;3;1;0;6;0;0;NA;1;2004;1;2;576;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;5;2007;0;0;
2357;20;0;65;7441;0;NA;1;0;0;0;0;12;0;0;0;1;7;5;2006;2006;0;0;0;0;0;170;0;0;0;0;0;0;2;0;0;0;1461;1461;0;0;0;0;1486;0;0;1486;0;0;2;0;3;1;0;7;0;0;NA;0;2006;0;2;566;0;0;0;0;32;0;0;0;0;NA;NA;NA;0;6;2007;0;0;
2358;60;0;NA;11613;0;NA;2;0;0;2;0;12;0;0;0;0;6;5;1993;1997;0;0;0;0;1;0;0;0;0;0;0;0;1;480;0;0;384;864;0;0;0;0;920;900;0;1820;0;0;2;1;3;1;0;7;0;0;NA;0;1993;0;2;492;0;0;0;144;85;0;0;0;0;NA;3;NA;0;5;2007;0;0;
2359;160;0;50;8012;0;NA;0;0;0;0;0;12;0;0;3;0;6;5;1980;1980;0;0;7;4;1;0;1;0;1;1;0;0;2;0;0;0;630;630;0;0;0;0;630;636;0;1266;0;0;1;1;2;1;1;5;0;2;1;0;1980;0;1;283;0;0;0;340;0;0;0;0;0;NA;1;NA;0;7;2007;0;0;
2360;20;0;64;6285;0;NA;0;0;0;0;0;9;0;0;0;1;5;5;1977;1977;0;0;7;4;1;0;1;0;1;0;0;0;6;138;4;351;405;894;0;2;0;0;894;0;0;894;1;0;1;0;2;1;1;5;0;0;NA;1;1979;1;1;308;0;0;0;192;0;0;0;0;0;NA;NA;NA;0;3;2007;0;0;
2361;20;0;84;7476;0;NA;0;0;0;2;0;9;0;0;0;1;5;7;1968;1968;0;0;3;3;1;0;1;0;1;1;0;0;3;812;0;0;228;1040;0;2;0;0;1040;0;0;1040;1;0;1;1;3;1;1;5;0;0;NA;1;1991;2;2;686;0;0;0;188;0;0;0;0;0;NA;NA;NA;0;6;2007;0;0;
2362;60;0;NA;19522;0;NA;1;1;0;0;0;1;0;0;0;0;7;5;1990;1990;0;0;3;3;0;272;0;0;0;0;0;0;0;727;0;0;496;1223;0;1;0;0;1271;1232;0;2503;1;0;2;1;3;1;0;7;0;1;1;0;1990;0;2;564;0;0;0;0;99;0;0;182;0;NA;NA;NA;0;2;2007;0;0;
2363;20;0;44;10751;0;NA;1;0;0;3;0;9;4;0;0;1;5;5;1974;1974;0;0;7;4;0;44;1;0;1;4;0;1;1;787;0;0;250;1037;0;2;0;0;1037;0;0;1037;1;0;1;0;2;1;1;5;0;0;NA;0;1974;0;2;431;0;0;0;136;47;0;0;0;0;NA;NA;NA;0;8;2007;0;0;
2364;20;0;43;12712;0;NA;1;0;0;3;0;9;4;0;0;1;6;7;1973;2006;0;0;6;6;1;0;1;0;1;0;0;2;1;968;0;0;76;1044;0;2;0;0;1055;0;0;1055;1;0;1;0;2;1;0;5;0;1;1;0;1973;0;2;542;0;0;0;455;0;0;0;0;0;NA;NA;NA;0;1;2007;0;1;
2365;120;3;45;4379;0;NA;1;0;0;1;0;5;0;0;3;1;8;5;2004;2004;0;0;1;1;1;0;0;0;0;0;0;3;0;851;0;0;527;1378;0;0;0;0;1378;0;0;1378;1;0;2;0;2;1;0;6;0;1;2;0;2004;2;2;540;0;0;0;160;56;0;0;0;0;NA;NA;NA;0;7;2007;0;0;
2366;120;3;80;3523;0;1;1;0;0;0;0;5;0;0;3;1;8;5;2006;2007;0;0;0;0;2;30;0;0;0;0;0;0;0;60;0;0;1081;1141;0;0;0;0;1151;0;0;1151;1;0;2;0;2;1;0;5;0;0;NA;0;2006;2;2;484;0;0;0;0;60;0;0;0;0;NA;NA;NA;0;2;2007;1;2;
2367;120;3;32;3784;0;1;1;0;0;0;0;5;0;0;3;1;8;5;2006;2007;0;0;0;0;2;36;0;0;0;0;0;0;0;60;0;0;1451;1511;0;0;0;0;1565;0;0;1565;1;0;2;0;2;1;0;5;0;0;NA;0;2006;2;2;476;0;0;0;0;120;0;0;0;0;NA;NA;NA;0;2;2007;1;2;
2368;120;3;40;3606;0;1;0;0;0;0;0;5;0;0;3;1;7;5;2006;2007;0;0;0;0;1;0;0;0;0;2;1;0;0;937;0;0;415;1352;0;0;0;0;1352;0;0;1352;1;0;2;0;2;1;0;5;0;1;2;0;2006;0;2;466;0;0;0;0;241;0;0;0;0;NA;NA;NA;0;8;2007;1;2;
2369;120;3;30;5330;0;1;2;0;0;0;0;5;0;0;3;1;8;5;2006;2007;0;0;0;0;NA;NA;0;0;0;0;0;0;2;0;0;0;1550;1550;0;0;0;0;1550;0;0;1550;0;0;2;1;2;1;0;5;0;0;NA;0;2007;2;2;528;0;0;0;0;102;0;0;0;0;NA;NA;NA;0;7;2007;1;2;
2370;160;3;24;2280;0;1;0;0;0;0;0;5;0;0;4;0;6;5;1999;1999;0;0;1;1;0;342;1;0;0;0;0;0;0;565;0;0;179;744;0;1;0;0;757;744;0;1501;1;0;2;1;3;1;1;6;0;1;1;1;1999;1;2;440;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;9;2007;0;0;
2371;160;3;24;2117;0;NA;0;0;0;0;0;5;0;0;4;0;6;5;2000;2000;0;0;1;1;0;216;0;0;0;0;0;0;0;417;0;0;339;756;0;0;0;0;769;804;0;1573;0;0;2;1;3;1;0;4;0;0;NA;1;2000;1;2;440;0;0;0;0;32;0;0;0;0;NA;NA;NA;0;9;2007;0;0;
2372;20;3;73;7321;0;1;1;0;0;0;0;5;0;0;0;1;7;5;1999;2000;0;0;6;6;1;0;0;0;0;0;0;0;2;0;0;0;1339;1339;0;0;0;0;1358;0;0;1358;0;0;2;0;3;1;0;5;0;0;NA;1;1999;1;2;625;0;0;0;176;174;0;0;0;0;NA;NA;NA;0;12;2007;2;0;
2373;60;3;NA;8010;0;1;1;0;0;0;0;5;0;0;0;0;8;5;2003;2004;1;0;6;6;1;0;0;0;0;2;0;0;0;964;0;0;90;1054;0;0;0;0;1072;976;0;2048;1;0;2;1;3;1;0;8;0;2;2;1;2003;1;2;552;0;0;0;0;48;0;0;180;0;NA;NA;NA;0;8;2007;0;0;
2374;60;3;106;8413;0;NA;1;0;0;0;0;5;0;0;0;0;8;5;1998;1998;0;0;0;0;1;0;0;1;0;2;0;2;0;901;0;0;319;1220;0;0;0;0;1220;1142;0;2362;1;0;2;1;3;1;0;8;0;2;1;0;1998;0;2;1105;2;0;0;147;0;36;0;144;0;NA;NA;NA;0;6;2007;0;0;
2375;120;0;50;9466;0;NA;2;0;0;1;0;1;0;0;3;1;8;5;1994;1995;0;0;4;7;1;0;0;0;0;0;0;1;6;457;3;1037;0;1494;0;0;0;0;1494;0;0;1494;1;0;1;1;1;1;0;5;0;1;2;0;1994;2;2;478;0;0;0;0;30;0;0;217;0;NA;NA;NA;0;5;2007;0;0;
2376;20;0;80;12000;0;NA;0;0;0;0;0;1;0;0;0;1;7;6;1980;1980;1;0;0;1;0;600;0;0;1;0;0;0;0;1732;0;0;270;2002;0;0;0;0;2362;0;0;2362;1;0;2;1;3;1;0;8;0;1;1;0;1980;0;2;546;2;0;0;180;16;0;0;0;0;NA;NA;NA;0;3;2007;0;0;
2377;20;0;94;17778;0;NA;1;0;0;0;0;1;0;0;0;1;8;5;1981;1981;1;0;4;7;1;0;0;0;1;0;0;1;1;1632;4;829;0;2461;0;1;0;0;2497;0;0;2497;1;0;2;0;2;1;0;7;0;2;2;0;1981;0;2;676;0;0;0;266;0;0;0;0;0;NA;NA;NA;0;3;2007;0;0;
2378;20;0;78;11700;0;NA;0;0;0;0;0;6;6;0;0;1;6;6;1968;1968;0;0;1;1;0;41;1;0;1;1;0;0;2;0;0;0;912;912;0;0;0;0;1152;0;0;1152;1;0;1;1;3;1;1;7;0;0;NA;0;1968;0;2;412;0;0;0;0;126;0;0;0;0;NA;NA;NA;0;9;2007;5;0;
2379;60;0;80;8000;0;NA;0;0;0;0;0;6;7;0;0;0;6;6;1970;1970;0;0;0;0;0;525;1;0;1;1;0;0;3;915;0;0;93;1008;0;2;0;0;1403;1008;0;2411;1;0;2;1;4;1;1;8;0;1;5;0;1970;0;2;570;0;0;0;0;192;0;0;0;0;NA;NA;NA;0;6;2007;0;0;
2380;85;0;NA;8723;0;NA;1;0;0;0;0;6;2;0;0;4;6;6;1969;1969;0;0;3;3;1;0;1;0;0;0;0;3;4;973;0;0;0;973;0;0;0;0;1082;0;0;1082;1;0;1;0;3;1;1;6;0;0;NA;0;1969;1;2;480;0;0;0;160;0;0;0;0;0;NA;NA;NA;0;1;2007;0;0;
2381;20;0;130;11700;0;NA;0;0;0;2;0;6;0;0;0;1;6;5;1968;1968;0;0;3;3;0;196;1;0;0;0;0;0;1;910;0;0;385;1295;0;3;0;0;1295;0;0;1295;1;0;1;1;3;1;1;6;0;0;NA;0;1968;2;2;528;0;0;0;0;194;0;0;200;0;NA;NA;NA;0;4;2007;0;0;
2382;20;0;108;11358;0;NA;1;0;0;2;0;6;0;0;0;1;7;7;1972;1987;1;0;2;5;1;0;1;0;1;1;0;0;4;346;0;0;778;1124;0;2;0;0;1610;0;0;1610;0;0;2;0;3;1;0;8;0;1;1;0;1972;0;2;515;0;0;0;202;0;0;0;256;0;NA;NA;NA;0;5;2007;0;0;
2383;20;0;80;9547;0;NA;0;0;0;0;0;6;0;0;0;1;7;6;1993;1993;0;0;0;0;0;112;1;0;0;0;0;0;2;0;0;0;1594;1594;0;0;0;0;1594;0;0;1594;0;0;2;0;2;1;0;6;0;1;1;0;1993;0;2;472;0;0;0;190;80;0;0;0;0;NA;NA;NA;0;7;2007;0;0;
2384;60;0;78;10530;0;NA;0;0;0;0;0;6;0;0;0;0;7;6;1993;1993;0;0;1;1;0;194;0;0;0;0;0;0;0;819;0;0;329;1148;0;0;0;0;1091;984;0;2075;1;0;2;1;3;1;0;8;0;1;2;0;1993;1;2;473;0;0;0;235;86;0;0;0;0;NA;NA;NA;0;8;2007;0;0;
2385;20;0;88;10738;0;NA;1;0;0;2;0;6;0;0;0;1;6;7;1966;1966;1;0;3;3;1;0;1;0;1;1;0;0;1;792;0;0;301;1093;0;1;0;0;1093;0;0;1093;1;0;2;0;3;1;1;6;0;1;3;0;1966;0;2;484;0;0;0;224;0;0;0;0;0;NA;1;1;400;11;2007;0;0;
2386;20;0;80;10800;0;NA;0;0;0;0;0;6;0;0;0;1;6;5;1963;1963;0;0;3;3;0;203;1;0;1;1;0;0;4;617;4;264;171;1052;0;2;0;0;1052;0;0;1052;1;0;1;0;3;1;1;6;0;0;NA;0;1963;2;1;311;0;0;0;0;133;0;0;0;0;NA;NA;NA;0;2;2007;2;0;
2387;20;0;70;8050;0;NA;0;0;0;0;0;11;0;0;0;1;5;6;1967;1993;0;0;1;1;1;0;1;0;1;1;0;0;1;474;1;38;437;949;0;2;0;0;1107;0;0;1107;1;0;1;0;3;1;0;5;0;0;NA;0;1967;0;1;308;0;0;0;88;64;0;0;0;0;NA;NA;NA;0;3;2007;0;0;
2388;90;0;NA;10899;0;NA;1;0;0;0;0;11;0;0;2;1;4;5;1964;1964;0;0;3;3;1;0;1;0;4;NA;NA;NA;NA;0;NA;0;0;0;0;2;1;0;1224;0;0;1224;0;0;2;0;2;2;1;8;0;0;NA;3;1964;1;3;530;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;4;2007;0;0;
2389;20;0;74;7450;0;NA;1;0;0;0;0;11;0;0;0;1;5;5;1956;1956;1;0;2;5;1;0;1;0;1;1;0;0;3;438;5;206;250;894;0;1;0;0;1074;0;0;1074;0;0;1;0;2;1;0;6;1;1;2;1;1966;1;2;396;0;0;0;0;72;0;0;0;0;NA;2;NA;0;1;2007;0;0;
2390;20;0;NA;14357;0;NA;1;0;0;3;0;11;0;0;0;1;5;5;1961;1961;1;0;2;5;1;0;1;0;1;1;0;0;1;311;5;167;386;864;0;2;0;0;1187;0;0;1187;1;0;1;0;2;1;1;6;0;1;1;0;1961;0;2;440;0;0;0;128;0;0;0;0;0;NA;NA;NA;0;8;2007;5;0;
2391;20;0;76;8243;0;NA;1;0;0;3;0;11;0;0;0;1;5;7;1961;1961;0;0;0;0;0;56;1;1;1;1;0;0;1;700;0;0;264;964;0;0;0;0;964;0;0;964;0;0;1;0;3;1;1;5;0;1;3;1;1985;2;2;784;0;0;0;170;0;0;0;0;0;NA;3;NA;0;2;2007;0;0;
2392;20;0;70;8680;0;NA;0;0;0;0;0;11;0;0;0;1;5;7;1960;1960;1;0;6;6;1;0;1;0;1;1;0;0;2;0;0;0;894;894;0;2;0;0;894;0;0;894;0;0;1;0;3;1;1;5;0;0;NA;1;1965;1;1;312;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;1;2007;0;0;
2393;20;0;80;8800;0;NA;0;0;0;0;0;11;0;0;0;1;7;6;1966;1966;1;0;3;4;0;202;1;0;1;1;0;0;4;654;0;0;520;1174;0;0;0;0;1200;0;0;1200;0;1;2;0;3;1;1;6;0;1;1;0;1966;0;2;440;0;0;0;0;0;0;0;0;0;NA;1;NA;0;10;2007;5;0;
2394;80;0;80;9200;0;NA;0;0;0;0;0;11;0;0;0;5;6;5;1965;1965;0;0;3;3;0;98;1;0;1;1;0;1;0;494;0;0;548;1042;0;2;0;0;1042;0;0;1042;0;0;2;0;3;1;1;5;0;0;NA;0;1965;0;2;440;0;0;0;192;0;0;0;0;0;NA;3;NA;0;5;2007;0;0;
2395;60;0;80;8800;0;NA;0;0;0;0;0;11;0;0;0;0;6;7;1964;1997;0;0;1;1;0;306;1;1;1;1;0;0;1;414;0;0;431;845;0;0;0;0;845;1309;0;2154;0;0;2;1;5;1;1;8;0;1;2;0;1964;0;2;539;0;0;0;0;0;0;0;161;0;NA;1;NA;0;7;2007;0;0;
2396;20;0;NA;11382;0;NA;1;0;0;0;0;11;0;0;0;1;6;5;1964;1964;0;0;2;4;0;212;1;0;1;1;0;0;1;54;4;543;533;1130;0;2;0;0;1374;0;0;1374;0;1;1;0;3;1;1;7;0;1;1;0;1964;0;1;286;0;0;0;0;28;84;0;0;0;NA;1;NA;0;8;2007;0;0;
2397;20;0;NA;22002;0;NA;0;0;0;2;0;11;0;0;0;1;6;7;1959;1991;0;0;1;1;0;136;1;1;1;1;0;2;1;1386;0;0;206;1592;0;1;0;0;1652;0;0;1652;1;0;1;1;3;1;0;6;0;1;2;0;1959;0;2;510;0;0;0;0;0;0;0;201;0;NA;NA;NA;0;7;2007;0;0;
2398;45;0;85;12172;0;NA;0;0;0;0;0;11;0;0;0;3;5;7;1940;1996;0;0;2;3;1;0;1;0;0;1;0;0;6;130;4;259;433;822;0;2;0;0;908;0;0;908;0;0;1;0;2;1;1;4;0;0;NA;0;1975;1;2;512;0;0;0;284;24;0;0;192;0;NA;1;NA;0;10;2007;0;0;
2399;20;0;50;5000;0;NA;0;0;0;0;0;8;0;0;0;1;3;3;1946;1950;0;0;5;2;1;0;3;2;1;4;3;0;6;299;0;0;367;666;0;3;1;0;666;0;0;666;0;1;1;0;2;1;0;4;0;0;NA;NA;NA;NA;0;0;NA;NA;1;0;52;0;0;0;0;NA;1;NA;0;4;2007;0;0;
2400;50;0;51;3500;0;NA;0;0;0;0;0;8;1;0;0;2;3;5;1945;1950;0;0;1;1;1;0;1;0;1;1;0;0;6;144;0;0;226;370;0;2;1;2;442;228;0;670;1;0;1;0;2;1;3;4;0;0;NA;NA;NA;NA;0;0;NA;NA;1;0;21;0;0;0;0;NA;1;1;2000;7;2007;0;0;
2401;20;0;50;5175;0;NA;0;0;0;0;0;8;6;3;0;1;5;8;1958;2000;0;0;0;0;1;0;1;0;1;1;0;0;4;150;3;404;254;808;0;0;0;0;808;0;0;808;0;0;1;0;2;1;1;5;0;0;NA;1;1963;1;1;308;0;0;1;143;0;0;0;0;0;NA;NA;NA;0;7;2007;2;0;
2402;20;0;80;9600;0;NA;0;0;0;0;0;11;0;0;0;1;5;6;1955;1955;1;0;3;3;0;176;1;1;1;1;0;0;4;368;0;0;710;1078;0;0;0;0;1150;0;0;1150;1;0;1;0;2;1;1;6;0;0;NA;0;1955;2;1;288;0;0;0;0;0;0;0;175;0;NA;1;NA;0;10;2007;0;0;
2403;90;0;63;8668;0;NA;0;0;0;2;0;11;0;0;2;1;5;5;1968;1968;0;0;1;1;1;0;1;0;1;1;0;0;2;0;0;0;1560;1560;0;2;0;0;1560;0;0;1560;0;0;2;0;4;2;1;8;0;0;NA;1;1968;1;3;792;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;5;2007;0;0;
2404;85;0;NA;10050;0;NA;1;0;0;0;0;11;0;0;0;4;5;6;1966;1966;0;0;3;3;0;87;1;0;1;1;0;3;0;602;0;0;191;793;0;0;0;0;1280;0;0;1280;0;1;2;0;3;1;1;6;0;1;1;5;1966;2;2;432;0;0;0;140;40;0;0;0;0;NA;NA;NA;0;6;2007;0;0;
2405;80;0;100;9600;0;NA;1;0;0;0;0;11;0;0;0;5;6;5;1961;1961;1;0;5;2;0;291;1;0;1;1;0;3;1;600;0;0;618;1218;0;2;0;0;1254;0;0;1254;1;0;1;0;3;1;1;6;0;1;2;0;1961;0;2;525;0;0;0;0;0;0;0;168;0;NA;NA;NA;0;5;2007;0;0;
2406;20;0;73;8760;0;NA;0;0;0;0;0;11;0;0;0;1;6;7;1957;1999;0;0;0;0;1;0;1;0;1;1;0;0;1;873;0;0;63;936;0;2;0;0;936;0;0;936;1;0;1;0;2;1;0;4;0;0;NA;0;1957;0;1;315;0;0;0;0;0;0;219;0;0;NA;NA;NA;0;9;2007;0;0;
2407;20;0;65;6860;0;NA;1;0;0;0;0;11;0;0;0;1;5;6;1956;1956;0;0;2;5;3;54;1;0;1;1;0;0;0;908;0;0;100;1008;0;0;0;0;1008;0;0;1008;1;0;1;0;3;1;3;6;0;0;NA;1;1964;1;1;308;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;12;2007;0;0;
2408;20;0;60;8250;0;NA;0;0;0;2;0;11;0;0;0;1;5;7;1963;1963;0;0;1;1;1;0;1;0;1;1;0;0;1;288;0;0;765;1053;0;1;0;0;1053;0;0;1053;1;0;1;0;3;1;0;6;0;0;NA;6;1994;0;2;692;0;0;0;240;0;0;0;109;0;NA;NA;NA;0;7;2007;0;0;
2409;20;0;70;9100;0;NA;0;0;0;0;0;11;0;0;0;1;5;5;1960;1960;1;0;3;3;3;69;1;0;1;1;0;0;2;0;0;0;1144;1144;0;2;0;0;1144;0;0;1144;0;0;1;0;3;1;1;6;0;1;2;0;1960;0;1;336;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;6;2007;0;0;
2410;20;0;80;9736;0;NA;0;0;0;0;0;11;1;0;0;1;6;6;1957;1969;0;0;2;5;0;289;1;0;1;1;0;0;4;668;4;138;525;1331;0;1;0;0;1721;0;0;1721;0;0;1;0;4;1;1;8;0;3;1;0;1957;1;2;464;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;4;2007;0;0;
2411;20;0;72;9770;0;NA;0;0;0;0;0;11;0;0;0;1;5;5;1957;1957;0;0;2;5;1;0;1;0;1;1;0;0;3;512;0;0;410;922;0;2;0;2;922;0;0;922;1;0;1;0;2;1;1;5;0;0;NA;0;1957;1;1;308;0;0;0;0;34;0;0;0;0;NA;2;NA;0;4;2007;0;0;
2412;20;0;70;12198;0;NA;1;0;0;0;0;11;0;0;0;1;5;6;1955;1975;0;0;0;0;1;0;1;0;1;1;0;3;3;780;0;0;424;1204;0;2;0;0;1411;0;0;1411;0;0;1;0;3;1;1;7;0;1;1;0;1955;0;1;310;0;0;0;278;82;0;0;0;0;NA;NA;NA;0;6;2007;2;0;
